Time,Sensor1,Sensor2,Sensor3,Sensor4
0,-3.849474443350243,-3.8494744391012676,-3.8494744391012676,-3.8494744359704574
0.0000005078544034538374,-5.160509940909496,-193544.57065285163,-5.155253340892457,-5.152010021372092
0.0000010157088069076748,-14.478484470335141,-462109.83488660457,-5.4013312255659685,2.4742280248523754
0.0000015235632103615122,-37.92545991049041,-587775.6703157846,-5.160503995123312,23.381194801160703
0.0000020314176138153497,-62.6910638510334,-471275.8963511231,-4.768494467076844,45.89596313868974
0.000002539272017269187,-65.6534866763613,-175253.86045562982,-4.741421652378383,48.674038279353745
0.0000030471264207230245,-33.815539470803586,219934.8163729714,-5.423721783827802,19.319046122984236
0.000003554980824176862,29.83911661753651,571356.6976173257,-6.784992727954346,-39.39439735630603
0.000004062835227630699,-495.78095249263004,738481.6509709368,59.55465548761949,975.1809390625049
0.000004570689631084537,-542.0908490690392,862780.6732661038,68.67732286647208,1099.110532150532
0.000005078544034538374,171.6169072584003,512506.77513644367,-11.438124818678045,-181.4951332960733
0.000005586398437992212,-106.26972141687159,-38918.16241278803,15.537178136902703,274.61261709730377
0.000006094252841446049,241.68667506348996,-595615.6689453109,-35.995305075349435,-469.4409041475903
0.000006602107244899886,4477.280759990613,-1025531.2643842917,-537.7698800068831,-8329.839990024107
0.000007109961648353724,-295.20050864547244,-1171661.19872347,13.964695627685732,358.9095899962318
0.000007617816051807561,-347.17300092096696,-862967.4900785716,1.3359506987150016,303.4142162761613
0.000008125670455261399,153.42558101607418,-272173.26963448327,-48.20622437157663,-528.925788550673
0.000008633524858715236,2017.4499232972696,423451.6229025247,-246.08351395872742,-3769.452848803129
0.000009141379262169073,-5518.140558302016,153510801.16792136,650.5551693895746,10231.783851393993
0.000009649233665622911,41674.3971294979,204254543.60703075,-399.5034178895532,-33824.65358044956
0.000010157088069076748,64523.27364438239,267611241.75482348,-840.3404710907215,-53743.69995059869
0.000010664942472530586,96772.19519080775,178665616.64756897,-1482.549828125186,-82434.39040684082
